1, 2.557989e-10, 2.556887e-10, 2.555692e-10
2, 1.134835e-10, 1.133779e-10, 1.132837e-10
3, 1.039008e-10, 1.038542e-10, 1.038042e-10
4, 3.683797e-11, 3.680408e-11, 3.677377e-11
5, 2.178039e-11, 2.176952e-11, 2.175800e-11
6, 9.685661e-12, 9.676679e-12, 9.668644e-12
7, 4.714261e-12, 4.711678e-12, 4.708967e-12
8, 3.136460e-12, 3.133604e-12, 3.131042e-12
9, 1.803727e-12, 1.802750e-12, 1.801723e-12
10, 3.293013e-11, 3.290148e-11, 3.287566e-11
11, 3.078967e-10, 3.078334e-10, 3.077363e-10
12, 2.033190e-08, 2.031240e-08, 2.029563e-08
13, 1.210140e-07, 1.210016e-07, 1.209791e-07
14, 1.554025e-07, 1.552971e-07, 1.552028e-07
15, 1.128531e-07, 1.128604e-07, 1.128639e-07
16, 1.267136e-07, 1.266838e-07, 1.266486e-07
17, 1.723793e-07, 1.723786e-07, 1.723904e-07
18, 1.190947e-09, 1.190998e-09, 1.190787e-09
19, 1.026014e-28, 1.022351e-28, 1.019938e-28
20, 1.186770e-27, 1.188828e-27, 1.189171e-27
21, 1.194818e-28, 1.183796e-28, 1.175387e-28
22, 3.179462e-28, 3.178643e-28, 3.172733e-28
23, 3.034265e-27, 2.998502e-27, 2.969027e-27
24, 3.271966e-27, 3.284524e-27, 3.294389e-27
25, 2.930619e-27, 2.934935e-27, 2.939101e-27
26, 2.926963e-04, 2.905512e-04, 2.885297e-04
27, 4.396710e-04, 4.372146e-04, 4.347422e-04
28, 5.726924e-04, 5.687242e-04, 5.648598e-04
29, 6.141754e-04, 6.100324e-04, 6.058378e-04
30, 7.102415e-04, 7.043062e-04, 6.984641e-04
31, 8.392069e-04, 8.315457e-04, 8.239234e-04
32, 7.227171e-04, 7.171676e-04, 7.116772e-04
33, 1.717420e-09, 1.715898e-09, 1.714517e-09
34, 6.848915e-10, 6.845610e-10, 6.842189e-10
35, 2.860020e-10, 2.857420e-10, 2.855068e-10
36, 1.067501e-10, 1.066997e-10, 1.066467e-10
37, 6.336834e-11, 6.330730e-11, 6.325233e-11
38, 2.763802e-11, 2.762531e-11, 2.761165e-11
39, 1.305066e-11, 1.303724e-11, 1.302521e-11
40, 7.946200e-12, 7.942710e-12, 7.938892e-12
41, 5.454826e-12, 5.449168e-12, 5.444108e-12
42, 7.312468e-11, 7.309551e-11, 7.306321e-11
43, 1.599407e-11, 1.597551e-11, 1.595985e-11
44, 4.419270e-10, 4.419044e-10, 4.418276e-10
45, 4.678959e-09, 4.674880e-09, 4.671369e-09
46, 6.348086e-09, 6.348590e-09, 6.348590e-09
47, 8.997338e-09, 8.994216e-09, 8.991257e-09
48, 9.018441e-09, 9.019818e-09, 9.021346e-09
49, 1.022827e-08, 1.023060e-08, 1.023142e-08
50, 2.343295e-11, 2.342032e-11, 2.341301e-11
51, 5.050167e-31, 5.060438e-31, 5.064245e-31
52, 2.707014e-28, 2.691041e-28, 2.679976e-28
53, 1.281229e-28, 1.280362e-28, 1.277422e-28
54, 1.343033e-28, 1.326230e-28, 1.312892e-28
55, 3.924421e-28, 3.906638e-28, 3.885043e-28
56, 1.735638e-26, 1.723050e-26, 1.712350e-26
57, 1.826103e-25, 1.830986e-25, 1.835759e-25
58, 4.476421e-04, 4.443332e-04, 4.410365e-04
59, 3.085187e-04, 3.072162e-04, 3.059592e-04
60, 4.463789e-04, 4.443321e-04, 4.422425e-04
61, 6.869214e-04, 6.815461e-04, 6.761752e-04
62, 5.106487e-04, 5.073811e-04, 5.041480e-04
63, 6.918945e-04, 6.877925e-04, 6.836064e-04
64, 5.169572e-04, 5.143772e-04, 5.117786e-04
65, 7.343381e-09, 7.338875e-09, 7.334375e-09
66, 6.734341e-10, 6.729049e-10, 6.724229e-10
67, 2.983632e-10, 2.981884e-10, 2.980111e-10
68, 1.458281e-10, 1.457068e-10, 1.455973e-10
69, 6.304798e-11, 6.301091e-11, 6.297264e-11
70, 4.053630e-11, 4.049936e-11, 4.046629e-11
71, 1.696924e-11, 1.695968e-11, 1.694961e-11
72, 1.047765e-11, 1.046760e-11, 1.045869e-11
73, 7.699849e-12, 7.695931e-12, 7.691696e-12
74, 4.448272e-11, 4.444089e-11, 4.440399e-11
75, 1.554434e-11, 1.554326e-11, 1.553988e-11
76, 9.939587e-11, 9.929120e-11, 9.920354e-11
77, 2.128532e-09, 2.128689e-09, 2.128588e-09
78, 8.060789e-09, 8.055119e-09, 8.050210e-09
79, 1.024615e-08, 1.024867e-08, 1.025057e-08
80, 2.278866e-08, 2.278546e-08, 2.278136e-08
81, 1.018378e-08, 1.018491e-08, 1.018682e-08
82, 1.066294e-10, 1.066630e-10, 1.066691e-10
83, 2.108673e-33, 2.100192e-33, 2.095006e-33
84, 6.742012e-29, 6.753523e-29, 6.754825e-29
85, 1.115730e-28, 1.103895e-28, 1.094916e-28
86, 1.981404e-28, 1.975275e-28, 1.966211e-28
