1, 8.579316e-10, 8.559801e-10, 8.542053e-10
2, 1.314629e-10, 1.313697e-10, 1.312928e-10
3, 1.147795e-11, 1.145020e-11, 1.142494e-11
4, 1.803759e-09, 1.802397e-09, 1.801307e-09
5, 1.139999e-08, 1.137169e-08, 1.134730e-08
6, 6.480270e-10, 6.480091e-10, 6.480326e-10
7, 1.305832e-25, 1.318185e-25, 1.327803e-25
8, 5.820792e-26, 5.636688e-26, 5.473015e-26
9, 2.132088e-26, 2.086657e-26, 2.049037e-26
10, 5.176508e-03, 4.955610e-03, 4.764000e-03
11, 1.339402e-03, 1.314608e-03, 1.291605e-03
12, 5.368992e-09, 5.366206e-09, 5.363844e-09
13, 4.786020e-10, 4.779845e-10, 4.774022e-10
14, 6.835995e-11, 6.824347e-11, 6.814558e-11
15, 6.959459e-11, 6.948527e-11, 6.938141e-11
16, 7.041798e-11, 7.038544e-11, 7.037013e-11
17, 2.148845e-09, 2.147850e-09, 2.147040e-09
18, 1.261617e-26, 1.263276e-26, 1.262912e-26
19, 2.458197e-26, 2.460463e-26, 2.459815e-26
20, 2.006509e-26, 1.986309e-26, 1.969583e-26
21, 1.228346e-08, 1.247055e-08, 1.263370e-08
22, 2.259108e-08, 2.277170e-08, 2.292067e-08
23, 6.919752e-10, 6.907613e-10, 6.896532e-10
24, 1.430826e-09, 1.428840e-09, 1.427078e-09
25, 2.000503e-10, 1.997058e-10, 1.993943e-10
26, 6.893893e-07, 6.889474e-07, 6.886020e-07
27, 2.967614e-07, 2.957947e-07, 2.949179e-07
28, 2.594450e-11, 2.591728e-11, 2.589745e-11
29, 2.485655e-11, 2.481280e-11, 2.477558e-11
30, 2.337822e-24, 2.322489e-24, 2.304936e-24
31, 6.932605e-03, 6.703868e-03, 6.502298e-03
32, 1.519526e-09, 1.505276e-09, 1.491023e-09
33, 2.861643e-09, 2.853021e-09, 2.843917e-09
34, 1.127697e-09, 1.126544e-09, 1.125511e-09
35, 3.966735e-09, 3.960908e-09, 3.955595e-09
36, 4.934155e-11, 4.926353e-11, 4.919374e-11
37, 1.953836e-06, 1.948977e-06, 1.944534e-06
38, 1.767973e-06, 1.765750e-06, 1.763773e-06
39, 8.240505e-06, 8.209334e-06, 8.180594e-06
40, 1.196252e-05, 1.190734e-05, 1.185461e-05
41, 5.123371e-03, 4.997349e-03, 4.880637e-03
42, 2.818068e-04, 2.793260e-04, 2.769996e-04
43, 1.334372e-05, 1.334134e-05, 1.333873e-05
44, 1.495199e-06, 1.493319e-06, 1.491348e-06
45, 1.208120e-14, 1.207492e-14, 1.206903e-14
46, 3.764691e-14, 3.758633e-14, 3.753185e-14
47, 2.203825e-13, 2.202328e-13, 2.201076e-13
48, 3.715122e-06, 3.709813e-06, 3.704920e-06
49, 3.227932e-06, 3.224793e-06, 3.221983e-06
50, 1.399749e-06, 1.394495e-06, 1.389539e-06
51, 1.134865e-06, 1.140775e-06, 1.146322e-06
52, 1.166174e-06, 1.161926e-06, 1.157858e-06
53, 1.605033e-04, 1.601318e-04, 1.597585e-04
54, 2.796143e-06, 2.786088e-06, 2.776702e-06
55, 4.484450e-07, 4.486679e-07, 4.488428e-07
56, 2.146865e-13, 2.144549e-13, 2.142386e-13
57, 4.968535e-14, 4.969412e-14, 4.970348e-14
58, 1.013260e-13, 1.010969e-13, 1.008872e-13
59, 1.639252e-06, 1.638384e-06, 1.637604e-06
60, 2.475432e-06, 2.469859e-06, 2.464631e-06
61, 3.741268e-06, 3.744600e-06, 3.747838e-06
62, 1.630755e-05, 1.633754e-05, 1.636594e-05
63, 4.925654e-07, 4.908519e-07, 4.892582e-07
64, 4.612117e-06, 4.611799e-06, 4.611944e-06
65, 4.854445e-09, 4.865513e-09, 4.875774e-09
66, 7.127733e-09, 7.126172e-09, 7.124310e-09
67, 9.039494e-08, 9.033362e-08, 9.027745e-08
68, 5.671514e-13, 5.666277e-13, 5.661413e-13
69, 1.987694e-12, 1.989041e-12, 1.990344e-12
70, 1.046340e-06, 1.044596e-06, 1.042948e-06
71, 3.060740e-06, 3.060594e-06, 3.060485e-06
72, 5.783390e-06, 5.782686e-06, 5.782066e-06
73, 1.045837e-08, 1.045627e-08, 1.045362e-08
74, 9.792404e-08, 9.779363e-08, 9.766897e-08
75, 2.604223e-06, 2.601678e-06, 2.599127e-06
76, 1.386856e-07, 1.386221e-07, 1.385638e-07
77, 1.260607e-08, 1.261747e-08, 1.262770e-08
78, 1.107070e-07, 1.106600e-07, 1.106107e-07
79, 1.222741e-07, 1.223030e-07, 1.223267e-07
80, 2.305456e-08, 2.304121e-08, 2.302712e-08
81, 3.876077e-09, 3.881838e-09, 3.887112e-09
82, 1.934260e-06, 1.931706e-06, 1.929307e-06
83, 7.527429e-05, 7.509798e-05, 7.493026e-05
84, 1.396941e-04, 1.393572e-04, 1.390563e-04
85, 4.779921e-04, 4.755534e-04, 4.732025e-04
86, 1.301359e-05, 1.299091e-05, 1.296968e-05
87, 4.921012e-04, 4.907569e-04, 4.893857e-04
88, 1.786934e-04, 1.789731e-04, 1.792243e-04
89, 3.919455e-08, 3.919213e-08, 3.919019e-08
90, 4.591662e-08, 4.589253e-08, 4.586854e-08
91, 3.869872e-08, 3.874342e-08, 3.878528e-08
92, 1.474043e-08, 1.472922e-08, 1.471761e-08
93, 3.752361e-08, 3.748344e-08, 3.744480e-08
94, 1.751449e-08, 1.747950e-08, 1.744643e-08
95, 5.783081e-05, 5.769906e-05, 5.756935e-05
